,Time,Date,AQI
518,09:30:00,2023-02-06,212.2680079218091
519,09:45:00,2023-02-06,212.55967458847573
520,10:00:00,2023-02-06,213.3305079218091
521,10:15:00,2023-02-06,214.10134125514242
522,10:30:00,2023-02-06,214.87217458847573
523,10:45:00,2023-02-06,215.6430079218091
524,11:00:00,2023-02-06,216.46592458847573
525,11:15:00,2023-02-06,217.28884125514242
526,11:30:00,2023-02-06,218.1117579218091
527,11:45:00,2023-02-06,218.93467458847573
528,12:00:00,2023-02-06,219.62217458847573
529,12:15:00,2023-02-06,220.30967458847573
530,12:30:00,2023-02-06,220.99717458847573
531,12:45:00,2023-02-06,221.68467458847573
532,13:00:00,2023-02-06,221.62217458847573
533,13:15:00,2023-02-06,221.55967458847573
534,13:30:00,2023-02-06,221.49717458847573
535,13:45:00,2023-02-06,221.43467458847573
536,14:00:00,2023-02-06,220.68467458847573
537,14:15:00,2023-02-06,219.93467458847573
538,14:30:00,2023-02-06,219.18467458847573
539,14:45:00,2023-02-06,218.43467458847573
540,15:00:00,2023-02-06,218.2055079218091
541,15:15:00,2023-02-06,217.97634125514242
542,15:30:00,2023-02-06,217.74717458847573
543,15:45:00,2023-02-06,219.07724847054914
544,16:00:00,2023-02-06,221.4892019192751
545,16:15:00,2023-02-06,223.88131338071332
546,16:30:00,2023-02-06,226.2383215720085
547,16:45:00,2023-02-06,228.38251277645412
548,17:00:00,2023-02-06,229.3427511645969
549,17:15:00,2023-02-06,230.22250248885393
550,17:30:00,2023-02-06,231.1957073012602
551,17:45:00,2023-02-06,232.2636317180743
552,18:00:00,2023-02-06,233.10704076414896
553,18:15:00,2023-02-06,233.70887448848862
554,18:30:00,2023-02-06,234.69061120628248
555,18:45:00,2023-02-06,235.20825810739547
556,19:00:00,2023-02-06,235.9762792700019
557,19:15:00,2023-02-06,236.19055839925528
558,19:30:00,2023-02-06,236.38406028118618
559,19:45:00,2023-02-06,236.83333333333331
560,20:00:00,2023-02-06,237.46875
561,20:15:00,2023-02-06,238.10416666666669
562,20:30:00,2023-02-06,238.73958333333331
563,20:45:00,2023-02-06,239.375
564,21:00:00,2023-02-06,238.125
565,21:15:00,2023-02-06,236.875
566,21:30:00,2023-02-06,235.625
567,21:45:00,2023-02-06,234.375
568,22:00:00,2023-02-06,232.11458333333331
569,22:15:00,2023-02-06,229.85416666666669
570,22:30:00,2023-02-06,227.59375
571,22:45:00,2023-02-06,225.33333333333331
572,23:00:00,2023-02-06,224.25
573,23:15:00,2023-02-06,223.16666666666669
574,23:30:00,2023-02-06,222.08333333333331
575,23:45:00,2023-02-06,221.0
576,00:00:00,2023-02-07,218.8125
577,00:15:00,2023-02-07,216.625
578,00:30:00,2023-02-07,214.4375
579,00:45:00,2023-02-07,212.25
580,01:00:00,2023-02-07,210.27083333333331
581,01:15:00,2023-02-07,208.29166666666669
582,01:30:00,2023-02-07,206.3125
583,01:45:00,2023-02-07,204.33333333333334
584,02:00:00,2023-02-07,205.52083333333334
585,02:15:00,2023-02-07,206.70833333333331
586,02:30:00,2023-02-07,207.89583333333331
587,02:45:00,2023-02-07,209.08333333333331
588,03:00:00,2023-02-07,210.27083333333331
589,03:15:00,2023-02-07,211.45833333333331
590,03:30:00,2023-02-07,212.64583333333331
591,03:45:00,2023-02-07,213.83333333333331
592,04:00:00,2023-02-07,212.9375
593,04:15:00,2023-02-07,212.04166666666669
594,04:30:00,2023-02-07,211.14583333333331
595,04:45:00,2023-02-07,210.25
596,05:00:00,2023-02-07,209.58333333333331
597,05:15:00,2023-02-07,208.91666666666669
598,05:30:00,2023-02-07,208.25
599,05:45:00,2023-02-07,207.58333333333331
600,06:00:00,2023-02-07,205.0
601,06:15:00,2023-02-07,202.41666666666666
602,06:30:00,2023-02-07,199.8888888888889
603,06:45:00,2023-02-07,198.16666666666669
604,07:00:00,2023-02-07,198.2638888888889
605,07:15:00,2023-02-07,198.3611111111111
606,07:30:00,2023-02-07,198.45833333333331
607,07:45:00,2023-02-07,198.55555555555554
608,08:00:00,2023-02-07,199.52777777777777
609,08:15:00,2023-02-07,200.75
610,08:30:00,2023-02-07,202.20833333333334
611,08:45:00,2023-02-07,203.66666666666666
612,09:00:00,2023-02-07,207.70833333333331
613,09:15:00,2023-02-07,211.75
614,09:30:00,2023-02-07,215.79166666666669
615,09:45:00,2023-02-07,219.83333333333331
616,10:00:00,2023-02-07,218.67708333333331
617,10:15:00,2023-02-07,217.52083333333331
618,10:30:00,2023-02-07,216.36458333333331
619,10:45:00,2023-02-07,215.20833333333331
620,11:00:00,2023-02-07,214.39583333333331
621,11:15:00,2023-02-07,213.58333333333331
622,11:30:00,2023-02-07,212.77083333333331
623,11:45:00,2023-02-07,211.95833333333331
624,12:00:00,2023-02-07,211.44791666666669
625,12:15:00,2023-02-07,210.9375
626,12:30:00,2023-02-07,210.42708333333331
627,12:45:00,2023-02-07,209.91666666666669
